#炼化合成功能表																																																					
#对应炼丹器符	#对应回复类等	#对应界面位置	#界面位置对应的ID	#此ID配方的第几套材料	#	#	#	#丹药特殊,只在4号UI位有效																																													
#丹=0;符=1;器=2	#字符,标明小类名称	#数字	#数字	#数字	#浮点数,10%写为0.1	#数字	#数字	#数字	#数字																																												
#合成类型	#所属小类	#界面位置	#道具ID	#此ID配方的第几套材料	#合成附赠品获得几率	#合成附赠品道具ID	#合成附赠品道具最大数量	#以/分割,代表1~3号位各需炼化几个才激活	#帮助ID																																												
2	11	4	1146101	1	0	0	3	3	4000082																																												
2	11	5	1156101	1	0	0	3	3	4000088																																												
2	11	6	1015201	1	0	0	3	3	4000045																																												
2	11	7	1026201	1	0	0	3	3	4000051																																												
2	11	8	1035201	1	0	0	3	3	4000057																																												
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
